116.284543,40.153146
116.29446,40.155351
116.302221,40.137923
116.342178,40.103827
116.361581,40.086385
116.381847,40.106807
116.341459,40.073909
116.271894,40.037018
116.321625,40.005744
116.352239,40.020554
116.286986,39.987614
116.340166,39.985403
116.375954,39.999664
116.352239,40.020664
116.381128,40.023206
116.414186,39.974235
116.386303,39.940166
116.414905,39.947025
116.463773,39.989936
116.455867,39.959304
116.481882,40.002317
116.448394,40.026411
116.497118,39.977884
116.51609,39.953331
116.469953,39.981201
116.450406,39.919473
116.467941,39.928769
116.441063,39.939613
116.418067,39.91416
116.41936,39.878622
116.470672,39.876961
116.388171,39.920248
116.397226,39.948131
116.348933,39.944591
116.398807,39.889695
116.420223,39.879286
116.385728,39.871091
116.389896,39.833646
116.421229,39.816911
116.350945,39.828992
116.327086,39.842511
116.361438,39.867768
116.364312,39.907408
116.32838,39.900877
116.298197,39.889584
116.281237,39.891024
116.330248,39.916706
116.241711,39.909622
116.144263,39.913275
116.170997,39.877293
